"KID","API_NUMBER","API_NUM_NODASH","LEASE","WELL","FIELD","LATITUDE","LONGITUDE","LONG_LAT_SOURCE","TOWNSHIP","TWN_DIR","RANGE","RANGE_DIR","SECTION","SPOT","FEET_NORTH","FEET_EAST","FOOT_REF","ORIG_OPERATOR","CURR_OPERATOR","ELEVATION","ELEV_REF","DEPTH","FORMATION_AT_TOTAL_DEPTH","PRODUCE_FORM","IP_OIL","IP_GAS","IP_WATER","PERMIT","SPUD","COMPLETION","PLUGGING","MODIFIED","OIL_KID","OIL_DOR_ID","GAS_KID","GAS_DOR_ID","KCC_PERMIT","STATUS","STATUS2","COMMENTS"
"1052057236","15-135-26119","15135261190000","MISHLER-MASLO UNIT","1","STUTZ EAST","38.5889609","-100.0837775","Calc. from footages","17","S","25","W","10"," NW SW SW NW","-2297","219","NW","Palomino Petroleum, Inc.","Palomino Petroleum, Inc.","2477"," KB","4549","MISSISSIPPIAN","MISSISSIPPIAN","","","","01-SEP-2021","07-JAN-2022","15-JAN-2022","15-JAN-2022","05-APR-2022","","","","","","D&A","Plugged and Abandoned",""
"1052144442","15-051-27021","15051270210000","WARREN","1-2","UNNAMED","39.0342041","-99.5051543","Calc. from footages","12","S","20","W","2"," SW SW NE SE","1330","-1210","SE","Mustang Energy Corporation","Mustang Energy Corporation","2122"," KB","3820","ARBUCKLE","ARBUCKLE","","","","13-JAN-2022","26-JAN-2022","02-FEB-2022","02-FEB-2022","24-FEB-2022","","","","","","D&A","Plugged and Abandoned",""
"1052314877","15-189-20524-0002","15189205240002","N J MADDEN","1","","37.2245027","-101.2884531","Calc. from footages","32","S","37","W","36","    NE","-1250","-1250","NE","Scout Energy Management LLC","Scout Energy Management LLC","3116"," KB","3120","","","","","","","25-JAN-2022","27-JAN-2022","","21-FEB-2022","","","","","","GAS","Producing",""
"1052075593","15-075-20908","15075209080000","HODGSON","1-17","BRADSHAW","37.8815576","-101.7385771","Calc. from footages","25","S","40","W","17","    NW","-1320","1320","NW","Plateau Operating Corporation","Plateau Operating Corporation","3450"," KB","2658","CHASE","MORROW","","","","01-OCT-2021","31-JAN-2022","06-FEB-2022","","30-MAR-2022","","","","","","GAS","Inactive Well",""
"1052107453","15-055-22544","15055225440000","WALKER UNIT","7-29","CONGDON NORTH","38.0277946","-100.8593451","Calc. from footages","23","S","32","W","29"," SE NW SE NW","-1849","1780","NW","BEREXCO LLC","BEREXCO LLC","2851"," KB","4950","MORROW","","","","","02-DEC-2021","04-JAN-2022","26-FEB-2022","","14-APR-2022","","","","","","OIL","Producing",""
"1052111903","15-107-25376","15107253760000","OAKWOOD UNIT/BALL","7I","OAKWOOD RANCH","38.152554","-95.0442305","Calc. from footages","22","S","21","E","12"," NW NW SE NE","4835","-1289","SE","RJ Energy, LLC","RJ Energy, LLC","1071"," KB","830","BURGESS","BURGESS","","","","07-DEC-2021","27-JAN-2022","28-JAN-2022","","02-JUN-2022","","","","","","EOR","Authorized Injection Well",""
"1052234853","15-051-25326-0001","15051253260001","WIELAND UNIT","1-20","","38.9585382","-99.0426801","From GPS","12","S","16","W","36"," SW SW SE SE","174","-1116","SE","Citation Oil & Gas Corp.","Citation Oil & Gas Corp.","1857"," KB","3339","","","","","","","12-JAN-2022","13-JAN-2022","","15-FEB-2022","","","","","E10416.29","EOR","Authorized Injection Well",""
"1052112109","15-039-21276","15039212760000","HEILMAN TRUST","1-30","","39.7614453","-100.2859614","Calc. from footages","3","S","26","W","30"," SW NW NE SW","2093","1596","SW","Cobalt Energy LLC","Cobalt Energy LLC","2594"," KB","3828","MARMATON","","","","","08-DEC-2021","21-JAN-2022","28-JAN-2022","28-JAN-2022","08-JUN-2022","","","","","","D&A","Plugged and Abandoned",""
"1052112113","15-093-21995","15093219950000","CARRIE","15-3","CAR","38.0580855","-101.1454837","Calc. from footages","23","S","35","W","15"," SW SE NW NE","-1138","-1894","NE","Merit Energy Company, LLC","Merit Energy Company, LLC","3032"," KB","5050","ST LOUIS","ST LOUIS","","","","08-DEC-2021","19-JAN-2022","05-FEB-2022","","04-APR-2022","1051648555","147636","","","","OIL","Producing",""
"1052121378","15-031-24542","15031245420000","INGWERSON","14I","","38.1158734","-95.6859365","Calc. from footages","22","S","16","E","19"," SE SW NE SE","1558","-782","SE","RJ Energy, LLC","RJ Energy, LLC","1004"," KB","1090","","","","","","21-DEC-2021","05-JAN-2022","11-JAN-2022","","24-FEB-2022","","","","","","EOR","Inactive Well",""
"1052121801","15-031-24543","15031245430000","INGWERSON","3IR","","38.1203719","-95.6852027","Calc. from footages","22","S","16","E","19"," NW SE SE NE","3199","-564","SE","RJ Energy, LLC","RJ Energy, LLC","1004"," KB","1078","","","","","","22-DEC-2021","19-JAN-2022","25-JAN-2022","","24-FEB-2022","","","","","","EOR","Inactive Well",""
"1052121804","15-031-24546","15031245460000","INGWERSON","12I","","38.1189563","-95.6853168","Calc. from footages","22","S","16","E","19"," SW SE SE NE","2683","-599","SE","RJ Energy, LLC","RJ Energy, LLC","1004"," KB","1096","","","","","","22-DEC-2021","25-JAN-2022","27-JAN-2022","","24-FEB-2022","","","","","","EOR","Inactive Well",""
"1052123287","15-101-22665","15101226650000","SPEEDWAY","1","BROUGHTON NORTH","38.6920312","-100.2995908","Calc. from footages","16","S","27","W","3"," SW SE SW NW","-2393","745","NW","Palomino Petroleum, Inc.","Palomino Petroleum, Inc.","2631"," KB","4614","MISSISSIPPIAN","","","","","27-DEC-2021","07-JAN-2022","20-JAN-2022","21-JAN-2022","05-APR-2022","","","","","","D&A","Plugged and Abandoned",""
"1052123285","15-083-21997","15083219970000","KATZ","1","UNNAMED","37.9175287","-99.6878701","Calc. from footages","24","S","22","W","36"," SW SW NW SE","1525","-2485","SE","White Exploration, Inc.","White Exploration, Inc.","2376"," KB","4850","","","","","","27-DEC-2021","07-JAN-2022","15-JAN-2022","15-JAN-2022","16-MAR-2022","","","","","","D&A","Plugged and Abandoned",""
"1052130843","15-039-21277","15039212770000","SLAB CITY","1-20","","39.6931762","-100.2728449","Calc. from footages","4","S","26","W","20"," W2 NW SW NW","-1650","100","NW","Murfin Drilling Co., Inc.","Murfin Drilling Co., Inc.","2475"," KB","3700","MARMATON","LANSING","","","","06-JAN-2022","11-JAN-2022","24-MAR-2022","","12-JUL-2022","1052641806","148107","","","","OIL","Producing",""
"1052130848","15-107-25391","15107253910000","OAKWOOD UNIT/WEBER","8I","OAKWOOD RANCH","38.1471909","-95.0459897","From GPS","22","S","21","E","12","  SE SW NE","2874","-1795","SE","RJ Energy, LLC","RJ Energy, LLC","974"," KB","811","BURGESS","BURGESS","","","","06-JAN-2022","13-JAN-2022","14-JAN-2022","","02-JUN-2022","","","","","","EOR","Authorized Injection Well",""
"1052130852","15-151-22540","15151225400000","AMBER","#1","","37.4930002","-98.9586377","Calc. from footages","29","S","15","W","28","  SE SE NE","-2310","-330","NE","Griffin, Charles N.","Griffin, Charles N.","2003"," KB","4820","SIMPSON","","","","","06-JAN-2022","28-JAN-2022","10-FEB-2022","","08-APR-2022","1052408717","148008","","","","OIL","Producing",""
"1052130841","15-023-21564","15023215640000","KELLER 'B'","1-36","UNNAMED","39.8329829","-101.6369578","Calc. from footages","2","S","39","W","36"," W2 E2 E2 SE","1320","-500","SE","Murfin Drilling Co., Inc.","Murfin Drilling Co., Inc.","3409"," KB","5200","MISSISSIPPIAN","LANSING","","","","06-JAN-2022","15-JAN-2022","13-APR-2022","","12-MAY-2022","","","","","","OIL","Inactive Well",""
"1052197307","15-107-25393","15107253930000","OAKWOOD UNIT/WRIGHT","3A","OAKWOOD RANCH","38.1561553","-95.0430838","Calc. from footages","22","S","21","E","1"," SE NW SE SE","855","-951","SE","RJ Energy, LLC","RJ Energy, LLC","984"," KB","811","BURGESS","BURGESS","","","","28-JAN-2022","31-JAN-2022","01-FEB-2022","31-JAN-2022","11-MAR-2022","","","","","","D&A","Plugged and Abandoned",""
"1052197308","15-107-25394","15107253940000","OAKWOOD UNIT/WRIGHT","4A","OAKWOOD RANCH","38.1553219","-95.0419509","Calc. from footages","22","S","21","E","1"," NW SE SE SE","557","-628","SE","RJ Energy, LLC","RJ Energy, LLC","979"," KB","841","BURGESS","BURGESS","","","","28-JAN-2022","30-JAN-2022","31-JAN-2022","31-JAN-2022","11-MAR-2022","","","","","","D&A","Plugged and Abandoned",""
"1052088271","15-035-24749","15035247490000","MBF","1","COMBS","37.4665669","-96.9021173","Calc. from footages","30","S","5","E","5"," NW SW NE SE","1800","-1200","SE","Raney Oil Company, LLC","Raney Oil Company, LLC","1319"," KB","3119","","","","","","28-OCT-2021","04-JAN-2022","12-JAN-2022","","18-APR-2022","","","","","","D&A","Spudded",""
"1052123288","15-101-22666","15101226660000","RAMSEY","2-30","DANNY NORTHEAST","38.5529622","-100.6766858","From GPS","17","S","30","W","30","    NW","4507","-2301","SE","Citadel Oil LLC","Citadel Oil LLC","2904"," KB","4560","MISSISSIPPIAN","LANSING-KANSAS CITY, Pleasanton","","","","27-DEC-2021","23-JAN-2022","15-FEB-2022","","06-JUN-2022","1052404402","148005","","","","OIL","Producing",""
"1052130846","15-107-25392","15107253920000","OAKWOOD UNIT/WEBER","9I","OAKWOOD RANCH","38.1518815","-95.0475578","From GPS","22","S","21","E","12","  SW NW NE","4575","-2246","SE","RJ Energy, LLC","RJ Energy, LLC","992"," KB","841","BURGESS","BURGESS","","","","06-JAN-2022","17-JAN-2022","18-JAN-2022","","02-JUN-2022","","","","","","EOR","Authorized Injection Well",""
